display_name,modulation,order,channel_name,gray_ok,roll_off,input_mode,snr_db,media,repeat,decoder,ber,model_path
16QAM,MQAM,16,AWGN,True,0.35,hard,0,image,3,Viterbi,0.0330302972,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,image,3,AI-BiGRU,0.0265851247,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,image,1,Viterbi,0.0040415592,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,image,1,AI-BiGRU,0.0030335924,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,image,2,Viterbi,0.0043904708,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,image,2,AI-BiGRU,0.0030723604,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,image,3,Viterbi,0.0050689100,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,image,3,AI-BiGRU,0.0035666518,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,image,1,Viterbi,0.0002035318,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,image,1,AI-BiGRU,0.0000969199,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,image,2,Viterbi,0.0001259959,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,image,2,AI-BiGRU,0.0001259959,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,image,3,Viterbi,0.0002229157,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,image,3,AI-BiGRU,0.0001356878,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,image,1,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,image,1,AI-BiGRU,0.0000096920,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,image,2,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,image,2,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,image,3,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,image,3,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,image,1,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,image,1,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,image,2,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,image,2,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,image,3,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,image,3,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,image,1,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,image,1,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,image,2,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,image,2,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,image,3,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,image,3,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,audio,1,Viterbi,0.0288511975,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,audio,1,AI-BiGRU,0.0257888964,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,audio,2,Viterbi,0.0281821108,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,audio,2,AI-BiGRU,0.0256354088,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,audio,3,Viterbi,0.0280703480,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,0,audio,3,AI-BiGRU,0.0256354088,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,audio,1,Viterbi,0.0036255856,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,audio,1,AI-BiGRU,0.0031412801,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,audio,2,Viterbi,0.0038371899,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,audio,2,AI-BiGRU,0.0035883314,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,audio,3,Viterbi,0.0035928019,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,2,audio,3,AI-BiGRU,0.0034095109,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,audio,1,Viterbi,0.0001847812,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,audio,1,AI-BiGRU,0.0001832910,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,audio,2,Viterbi,0.0001609384,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,audio,2,AI-BiGRU,0.0001698795,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,audio,3,Viterbi,0.0001952124,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,4,audio,3,AI-BiGRU,0.0001698795,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,audio,1,Viterbi,0.0000014902,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,audio,1,AI-BiGRU,0.0000014902,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,audio,2,Viterbi,0.0000029803,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,audio,2,AI-BiGRU,0.0000059607,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,audio,3,Viterbi,0.0000029803,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,6,audio,3,AI-BiGRU,0.0000044705,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,audio,1,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,audio,1,AI-BiGRU,0.0000014902,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,audio,2,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,audio,2,AI-BiGRU,0.0000014902,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,audio,3,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,8,audio,3,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,audio,1,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,audio,1,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,audio,2,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,audio,2,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,audio,3,Viterbi,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
16QAM,MQAM,16,AWGN,True,0.35,hard,10,audio,3,AI-BiGRU,0.0000000000,E:\毕业设计\毕设\ai卷积码译码\models\bigru_mqam_16_awgn.pt
